date,close
0:00,5
1:00,4.333333333
2:00,5.833333333
3:00,5.5
4:00,3
5:00,4
6:00,4.772727273
7:00,4.64
8:00,4.166666667
9:00,6.333333333
11:00,4.666666667
12:00,5.545454545
13:00,5
14:00,5.4
15:00,5.391304348
16:00,5.047619048
17:00,5.555555556
18:00,4.5
19:00,6.285714286
20:00,5
21:00,4.9
22:00,6.6
23:00,5.565217391
